NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
TOLL-LIKE RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP75%HOMO SAPIENS	TOLL-LIKE RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP75%HOMO SAPIENS		55	-0.2327116	-0.8528616	0.7602041	0.894532	1.0	2923	tags=29%, list=19%, signal=36%	
RND1 GTPASE CYCLE%REACTOME%R-HSA-9696273.1	RND1 GTPASE CYCLE%REACTOME%R-HSA-9696273.1		37	-0.25831246	-0.85256165	0.6744186	0.8945531	1.0	1788	tags=22%, list=12%, signal=24%	
PYRIMIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006221	PYRIMIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006221		15	-0.31161898	-0.8524098	0.645614	0.8942801	1.0	1144	tags=13%, list=7%, signal=14%	
IN UTERO EMBRYONIC DEVELOPMENT%GOBP%GO:0001701	IN UTERO EMBRYONIC DEVELOPMENT%GOBP%GO:0001701		38	-0.24620053	-0.85239387	0.73913044	0.89368314	1.0	1995	tags=21%, list=13%, signal=24%	
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014066	REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014066		69	-0.22189221	-0.851956	0.79518074	0.8939888	1.0	1528	tags=14%, list=10%, signal=16%	
OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048709	OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048709		29	-0.2751175	-0.8511976	0.73770493	0.89502656	1.0	1263	tags=17%, list=8%, signal=19%	
OUTFLOW TRACT SEPTUM MORPHOGENESIS%GOBP%GO:0003148	OUTFLOW TRACT SEPTUM MORPHOGENESIS%GOBP%GO:0003148		19	-0.30205512	-0.8509447	0.6794425	0.89496875	1.0	1288	tags=16%, list=8%, signal=17%	
PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION%GOBP%GO:0046856	PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION%GOBP%GO:0046856		18	-0.29861203	-0.85082793	0.6552901	0.89459443	1.0	3152	tags=39%, list=21%, signal=49%	
BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY		18	-0.30045193	-0.85069907	0.6825939	0.89422786	1.0	3363	tags=28%, list=22%, signal=36%	
DEPHOSPHORYLATION%GOBP%GO:0016311	DEPHOSPHORYLATION%GOBP%GO:0016311		155	-0.20323141	-0.85031796	0.9285714	0.89445376	1.0	2737	tags=23%, list=18%, signal=28%	
TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0006366	TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0006366		193	-0.1964618	-0.8503081	0.9032258	0.8938404	1.0	3564	tags=27%, list=23%, signal=35%	
LENS DEVELOPMENT IN CAMERA-TYPE EYE%GOBP%GO:0002088	LENS DEVELOPMENT IN CAMERA-TYPE EYE%GOBP%GO:0002088		19	-0.2986609	-0.84984547	0.6736111	0.89420104	1.0	1701	tags=16%, list=11%, signal=18%	
PEROXISOMAL TRANSPORT%GOBP%GO:0043574	PEROXISOMAL TRANSPORT%GOBP%GO:0043574		23	-0.28608388	-0.849254	0.6984733	0.89487076	1.0	1751	tags=17%, list=11%, signal=20%	
ENDOSOME ORGANIZATION%GOBP%GO:0007032	ENDOSOME ORGANIZATION%GOBP%GO:0007032		77	-0.22113413	-0.84900516	0.8455882	0.89478797	1.0	2839	tags=26%, list=18%, signal=32%	
REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046425	REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046425		42	-0.24463497	-0.84859586	0.75586855	0.89510167	1.0	911	tags=12%, list=6%, signal=13%	
AXON EXTENSION%GOBP%GO:0048675	AXON EXTENSION%GOBP%GO:0048675		25	-0.27752975	-0.84832543	0.716	0.8950513	1.0	1715	tags=24%, list=11%, signal=27%	
PID_PTP1B_PATHWAY%MSIGDB_C2%PID_PTP1B_PATHWAY	PID_PTP1B_PATHWAY%MSIGDB_C2%PID_PTP1B_PATHWAY		29	-0.26528257	-0.84762514	0.72	0.89591664	1.0	1654	tags=17%, list=11%, signal=19%	
S1P1 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P1 PATHWAY	S1P1 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P1 PATHWAY		19	-0.30371502	-0.8475288	0.6959459	0.8954839	1.0	1010	tags=16%, list=7%, signal=17%	
REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032649	REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032649		50	-0.24023117	-0.8472952	0.8181818	0.8953594	1.0	646	tags=8%, list=4%, signal=8%	
NEGATIVE REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0045839	NEGATIVE REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0045839		22	-0.29160786	-0.84726834	0.72243345	0.8947838	1.0	2318	tags=27%, list=15%, signal=32%	
TGF-BETA RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TGF-BETA RECEPTOR SIGNALING	TGF-BETA RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TGF-BETA RECEPTOR SIGNALING		52	-0.23317441	-0.84656245	0.7682119	0.89565116	1.0	1411	tags=15%, list=9%, signal=17%	
ATM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATM PATHWAY	ATM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATM PATHWAY		31	-0.26061696	-0.8463988	0.6942149	0.8953678	1.0	2037	tags=26%, list=13%, signal=30%	
POSITIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045070	POSITIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045070		25	-0.27683622	-0.8461802	0.7116105	0.8951677	1.0	1770	tags=28%, list=12%, signal=32%	
NRF2-ARE REGULATION%WIKIPATHWAYS_20220510%WP4357%HOMO SAPIENS	NRF2-ARE REGULATION%WIKIPATHWAYS_20220510%WP4357%HOMO SAPIENS		20	-0.29439092	-0.8457258	0.70703125	0.89549243	1.0	1654	tags=20%, list=11%, signal=22%	
POSITIVE REGULATION OF CELL-SUBSTRATE JUNCTION ORGANIZATION%GOBP%GO:0150117	POSITIVE REGULATION OF CELL-SUBSTRATE JUNCTION ORGANIZATION%GOBP%GO:0150117		22	-0.2947974	-0.84513503	0.7118056	0.8960516	1.0	2658	tags=36%, list=17%, signal=44%	
SEPARATION OF SISTER CHROMATIDS%REACTOME%R-HSA-2467813.1	SEPARATION OF SISTER CHROMATIDS%REACTOME%R-HSA-2467813.1		138	-0.20411465	-0.8450949	0.8695652	0.89550024	1.0	1819	tags=15%, list=12%, signal=17%	
BIOCARTA_IGF1_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1_PATHWAY	BIOCARTA_IGF1_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1_PATHWAY		16	-0.31516984	-0.84379905	0.6915254	0.89764744	1.0	1934	tags=31%, list=13%, signal=36%	
INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME%R-HSA-912526.4	INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME%R-HSA-912526.4		16	-0.31126264	-0.84379363	0.6972477	0.89703196	1.0	2507	tags=31%, list=16%, signal=37%	
EMBRYONIC HEART TUBE MORPHOGENESIS%GOBP%GO:0003143	EMBRYONIC HEART TUBE MORPHOGENESIS%GOBP%GO:0003143		30	-0.26198745	-0.8435697	0.74336284	0.8968645	1.0	1627	tags=17%, list=11%, signal=19%	
N-GLYCAN PROCESSING%GOBP%GO:0006491	N-GLYCAN PROCESSING%GOBP%GO:0006491		19	-0.29602262	-0.8433287	0.6810631	0.89677066	1.0	2202	tags=32%, list=14%, signal=37%	
PEROXISOMAL MEMBRANE TRANSPORT%GOBP%GO:0015919	PEROXISOMAL MEMBRANE TRANSPORT%GOBP%GO:0015919		20	-0.29238153	-0.8419065	0.7116788	0.8990292	1.0	1751	tags=20%, list=11%, signal=23%	
SIALIC ACID METABOLISM%REACTOME%R-HSA-4085001.2	SIALIC ACID METABOLISM%REACTOME%R-HSA-4085001.2		28	-0.27013513	-0.8417647	0.7235023	0.8986788	1.0	2202	tags=32%, list=14%, signal=37%	
VEGFR1 SPECIFIC SIGNALS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VEGFR1 SPECIFIC SIGNALS	VEGFR1 SPECIFIC SIGNALS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VEGFR1 SPECIFIC SIGNALS		25	-0.2748904	-0.8409493	0.7203065	0.8997026	1.0	1135	tags=16%, list=7%, signal=17%	
NEGATIVE REGULATION OF POTASSIUM ION TRANSPORT%GOBP%GO:0043267	NEGATIVE REGULATION OF POTASSIUM ION TRANSPORT%GOBP%GO:0043267		16	-0.30345282	-0.8407646	0.7072368	0.8994187	1.0	3481	tags=50%, list=23%, signal=65%	
REGULATION OF ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902930	REGULATION OF ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902930		29	-0.2745196	-0.8405955	0.7058824	0.8991798	1.0	683	tags=14%, list=4%, signal=14%	
NEGATIVE REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051784	NEGATIVE REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051784		23	-0.28323853	-0.84017795	0.675	0.8993927	1.0	2318	tags=26%, list=15%, signal=31%	
GLYCEROLIPID CATABOLIC PROCESS%GOBP%GO:0046503	GLYCEROLIPID CATABOLIC PROCESS%GOBP%GO:0046503		35	-0.25178123	-0.8399711	0.75438595	0.89920753	1.0	954	tags=11%, list=6%, signal=12%	
PID_ARF6_PATHWAY%MSIGDB_C2%PID_ARF6_PATHWAY	PID_ARF6_PATHWAY%MSIGDB_C2%PID_ARF6_PATHWAY		23	-0.2833075	-0.8391352	0.71631205	0.9002861	1.0	912	tags=13%, list=6%, signal=14%	
HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING		51	-0.2373508	-0.8382102	0.7461929	0.901547	1.0	1394	tags=14%, list=9%, signal=15%	
FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME DATABASE ID RELEASE 83%72689	FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME DATABASE ID RELEASE 83%72689		98	-0.20500843	-0.83818024	0.87826085	0.9009837	1.0	2257	tags=19%, list=15%, signal=23%	
POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751	POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751		20	-0.29963154	-0.8371546	0.70877194	0.9025074	1.0	3986	tags=45%, list=26%, signal=61%	
PID_P38_MKK3_6PATHWAY%MSIGDB_C2%PID_P38_MKK3_6PATHWAY	PID_P38_MKK3_6PATHWAY%MSIGDB_C2%PID_P38_MKK3_6PATHWAY		20	-0.30029625	-0.8370563	0.69655174	0.9020686	1.0	1778	tags=25%, list=12%, signal=28%	
DNA IR-DOUBLE STRAND BREAKS AND CELLULAR RESPONSE VIA ATM%WIKIPATHWAYS_20220510%WP3959%HOMO SAPIENS	DNA IR-DOUBLE STRAND BREAKS AND CELLULAR RESPONSE VIA ATM%WIKIPATHWAYS_20220510%WP3959%HOMO SAPIENS		40	-0.2469529	-0.8366695	0.75119615	0.9022801	1.0	3198	tags=35%, list=21%, signal=44%	
GLYCEROPHOSPHOLIPID CATABOLIC PROCESS%GOBP%GO:0046475	GLYCEROPHOSPHOLIPID CATABOLIC PROCESS%GOBP%GO:0046475		21	-0.28597397	-0.83631945	0.7092652	0.9023623	1.0	954	tags=14%, list=6%, signal=15%	
REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010799	REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010799		35	-0.2548158	-0.8355544	0.7644445	0.903317	1.0	3212	tags=31%, list=21%, signal=40%	
REGULATION OF NLRP3 INFLAMMASOME COMPLEX ASSEMBLY%GOBP%GO:1900225	REGULATION OF NLRP3 INFLAMMASOME COMPLEX ASSEMBLY%GOBP%GO:1900225		28	-0.27273098	-0.8354575	0.6891386	0.9028703	1.0	1455	tags=18%, list=9%, signal=20%	
NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698	NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698		46	-0.23748998	-0.83542717	0.82758623	0.9023138	1.0	2059	tags=22%, list=13%, signal=25%	
IL-5 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP127%HOMO SAPIENS	IL-5 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP127%HOMO SAPIENS		29	-0.26627946	-0.83537936	0.7427386	0.9017866	1.0	2780	tags=31%, list=18%, signal=38%	
TRIGLYCERIDE CATABOLISM%REACTOME%R-HSA-163560.3	TRIGLYCERIDE CATABOLISM%REACTOME%R-HSA-163560.3		16	-0.30792284	-0.8346017	0.6936027	0.9027387	1.0	3671	tags=44%, list=24%, signal=57%	
VIRAL BUDDING VIA HOST ESCRT COMPLEX%GOBP%GO:0039702	VIRAL BUDDING VIA HOST ESCRT COMPLEX%GOBP%GO:0039702		21	-0.28423253	-0.8339661	0.6851211	0.9033824	1.0	3545	tags=29%, list=23%, signal=37%	
POSITIVE REGULATION OF AMIDE METABOLIC PROCESS%GOBP%GO:0034250	POSITIVE REGULATION OF AMIDE METABOLIC PROCESS%GOBP%GO:0034250		125	-0.1989758	-0.8332803	0.9589041	0.9040997	1.0	2780	tags=21%, list=18%, signal=25%	
REGULATION OF AXON EXTENSION%GOBP%GO:0030516	REGULATION OF AXON EXTENSION%GOBP%GO:0030516		55	-0.23104092	-0.8329531	0.8060606	0.9041298	1.0	414	tags=7%, list=3%, signal=7%	
REGULATION OF CELLULAR EXTRAVASATION%GOBP%GO:0002691	REGULATION OF CELLULAR EXTRAVASATION%GOBP%GO:0002691		17	-0.30257127	-0.83252347	0.7106109	0.9044044	1.0	631	tags=12%, list=4%, signal=12%	
TBC RABGAPS%REACTOME%R-HSA-8854214.1	TBC RABGAPS%REACTOME%R-HSA-8854214.1		40	-0.25000006	-0.8324858	0.7613636	0.9038776	1.0	2069	tags=23%, list=13%, signal=26%	
MACROMOLECULE METHYLATION%GOBP%GO:0043414	MACROMOLECULE METHYLATION%GOBP%GO:0043414		188	-0.18770926	-0.83246726	0.9583333	0.90329427	1.0	3034	tags=21%, list=20%, signal=26%	
P53 PATHWAY BY GLUCOSE DEPRIVATION%PANTHER PATHWAY%P04397	P53 PATHWAY BY GLUCOSE DEPRIVATION%PANTHER PATHWAY%P04397		18	-0.30052048	-0.83223224	0.7086093	0.90313363	1.0	2349	tags=33%, list=15%, signal=39%	
ENDOSOME TO LYSOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032510	ENDOSOME TO LYSOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032510		16	-0.30881664	-0.8317914	0.7055016	0.9033692	1.0	2652	tags=25%, list=17%, signal=30%	
AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING		29	-0.26327774	-0.8317638	0.7429719	0.9028	1.0	1208	tags=14%, list=8%, signal=15%	
CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:0071560	CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:0071560		79	-0.21602479	-0.8317634	0.8807947	0.90218717	1.0	2267	tags=23%, list=15%, signal=27%	
PID_CMYB_PATHWAY%MSIGDB_C2%PID_CMYB_PATHWAY	PID_CMYB_PATHWAY%MSIGDB_C2%PID_CMYB_PATHWAY		50	-0.2351227	-0.8313932	0.7881773	0.9023275	1.0	1233	tags=14%, list=8%, signal=15%	
EMBRYONIC HEART TUBE DEVELOPMENT%GOBP%GO:0035050	EMBRYONIC HEART TUBE DEVELOPMENT%GOBP%GO:0035050		32	-0.25884694	-0.83139074	0.72689074	0.9017178	1.0	1627	tags=16%, list=11%, signal=17%	
TNF STRESS RELATED SIGNALING%PATHWHIZ%PW064784	TNF STRESS RELATED SIGNALING%PATHWHIZ%PW064784		21	-0.28841865	-0.8306996	0.7253521	0.9025012	1.0	2923	tags=29%, list=19%, signal=35%	
SEGMENTATION%GOBP%GO:0035282	SEGMENTATION%GOBP%GO:0035282		17	-0.29589742	-0.83019525	0.7089041	0.9028859	1.0	1881	tags=24%, list=12%, signal=27%	
RAC1 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 83%9013149	RAC1 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 83%9013149		163	-0.19516207	-0.83016425	0.93877554	0.9023378	1.0	1824	tags=14%, list=12%, signal=16%	
SIGNALING BY FGFR IN DISEASE%REACTOME DATABASE ID RELEASE 83%1226099	SIGNALING BY FGFR IN DISEASE%REACTOME DATABASE ID RELEASE 83%1226099		50	-0.23111232	-0.8289657	0.8681319	0.90411144	1.0	1248	tags=14%, list=8%, signal=15%	
RAC1 SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RAC1 SIGNALING PATHWAY	RAC1 SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RAC1 SIGNALING PATHWAY		48	-0.23369844	-0.8288884	0.7788945	0.90363806	1.0	1749	tags=17%, list=11%, signal=19%	
PID_IL12_STAT4_PATHWAY%MSIGDB_C2%PID_IL12_STAT4_PATHWAY	PID_IL12_STAT4_PATHWAY%MSIGDB_C2%PID_IL12_STAT4_PATHWAY		16	-0.30262902	-0.82843703	0.73333335	0.9039357	1.0	2564	tags=38%, list=17%, signal=45%	
REGULATION OF HEART GROWTH%GOBP%GO:0060420	REGULATION OF HEART GROWTH%GOBP%GO:0060420		24	-0.27708918	-0.82840776	0.7368421	0.9033879	1.0	1595	tags=25%, list=10%, signal=28%	
HISTONE METHYLATION%GOBP%GO:0016571	HISTONE METHYLATION%GOBP%GO:0016571		54	-0.22890382	-0.82695353	0.8349057	0.9055859	1.0	2881	tags=30%, list=19%, signal=36%	
REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060314	REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060314		21	-0.27884892	-0.82510936	0.748	0.9086415	1.0	2345	tags=33%, list=15%, signal=39%	
RAS PROCESSING%REACTOME DATABASE ID RELEASE 83%9648002	RAS PROCESSING%REACTOME DATABASE ID RELEASE 83%9648002		19	-0.29869822	-0.8241904	0.73144877	0.90979964	1.0	1448	tags=26%, list=9%, signal=29%	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904377	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904377		51	-0.23813896	-0.82377213	0.80097085	0.90997696	1.0	1446	tags=14%, list=9%, signal=15%	
SUPERPATHWAY OF GLYCOSPHINGOLIPIDS BIOSYNTHESIS%BIOCYC%PWY-7835	SUPERPATHWAY OF GLYCOSPHINGOLIPIDS BIOSYNTHESIS%BIOCYC%PWY-7835		22	-0.28119624	-0.82183594	0.75090253	0.9130842	1.0	893	tags=14%, list=6%, signal=14%	
T CELL COSTIMULATION%GOBP%GO:0031295	T CELL COSTIMULATION%GOBP%GO:0031295		17	-0.2967041	-0.82155395	0.7385159	0.913035	1.0	1654	tags=18%, list=11%, signal=20%	
RECEPTOR INTERNALIZATION%GOBP%GO:0031623	RECEPTOR INTERNALIZATION%GOBP%GO:0031623		48	-0.22757146	-0.82068086	0.79888266	0.91403764	1.0	1386	tags=10%, list=9%, signal=11%	
ARTERY MORPHOGENESIS%GOBP%GO:0048844	ARTERY MORPHOGENESIS%GOBP%GO:0048844		29	-0.25705662	-0.81999665	0.7630522	0.9147708	1.0	166	tags=7%, list=1%, signal=7%	
NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050732	NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050732		37	-0.24139026	-0.818881	0.83243245	0.9162294	1.0	915	tags=11%, list=6%, signal=11%	
NEGATIVE REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING%GOBP%GO:0043124	NEGATIVE REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING%GOBP%GO:0043124		34	-0.2477491	-0.81861866	0.7875	0.9160913	1.0	813	tags=9%, list=5%, signal=9%	
BIOCARTA_STRESS_PATHWAY%MSIGDB_C2%BIOCARTA_STRESS_PATHWAY	BIOCARTA_STRESS_PATHWAY%MSIGDB_C2%BIOCARTA_STRESS_PATHWAY		21	-0.2839539	-0.8180333	0.7007042	0.9165967	1.0	2923	tags=29%, list=19%, signal=35%	
G PROTEIN-COUPLED ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007213	G PROTEIN-COUPLED ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007213		17	-0.29222465	-0.8175718	0.73578596	0.91686034	1.0	1758	tags=29%, list=11%, signal=33%	
REGULATION OF P38-ALPHA AND P38-BETA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF P38-ALPHA AND P38-BETA	REGULATION OF P38-ALPHA AND P38-BETA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF P38-ALPHA AND P38-BETA		28	-0.2621628	-0.81737375	0.7547893	0.9166321	1.0	1749	tags=18%, list=11%, signal=20%	
REGULATION OF CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS%GOBP%GO:1902547	REGULATION OF CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS%GOBP%GO:1902547		16	-0.3019608	-0.81732476	0.74760383	0.9161049	1.0	1814	tags=31%, list=12%, signal=35%	
METHYLATION%GOBP%GO:0032259	METHYLATION%GOBP%GO:0032259		193	-0.18781133	-0.8158321	0.9512195	0.9182969	1.0	3034	tags=21%, list=20%, signal=26%	
NEGATIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002704	NEGATIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002704		25	-0.26444057	-0.8157328	0.7177419	0.9178569	1.0	3130	tags=28%, list=20%, signal=35%	
POSITIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOBP%GO:0051443	POSITIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOBP%GO:0051443		24	-0.2712445	-0.81507117	0.76383764	0.91847914	1.0	1109	tags=17%, list=7%, signal=18%	
NEGATIVE REGULATION OF CELLULAR RESPONSE TO INSULIN STIMULUS%GOBP%GO:1900077	NEGATIVE REGULATION OF CELLULAR RESPONSE TO INSULIN STIMULUS%GOBP%GO:1900077		25	-0.26714396	-0.81416965	0.7261411	0.91950893	1.0	2780	tags=28%, list=18%, signal=34%	
INTERLEUKIN SIGNALING PATHWAY%PANTHER PATHWAY%P00036	INTERLEUKIN SIGNALING PATHWAY%PANTHER PATHWAY%P00036		58	-0.2229989	-0.8140156	0.86	0.91917336	1.0	2456	tags=19%, list=16%, signal=22%	
STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0031098	STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0031098		42	-0.2419857	-0.81311387	0.84761906	0.92018366	1.0	1749	tags=17%, list=11%, signal=19%	
NEGATIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032435	NEGATIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032435		31	-0.25300685	-0.8123801	0.7790698	0.92089444	1.0	2324	tags=23%, list=15%, signal=27%	
MITOTIC G1/S TRANSITION CHECKPOINT SIGNALING%GOBP%GO:0044819	MITOTIC G1/S TRANSITION CHECKPOINT SIGNALING%GOBP%GO:0044819		21	-0.2642647	-0.81160635	0.7565543	0.92168933	1.0	1778	tags=24%, list=12%, signal=27%	
REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048259	REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048259		71	-0.22057712	-0.81124544	0.8633093	0.9216921	1.0	2725	tags=28%, list=18%, signal=34%	
ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046631	ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046631		24	-0.26746637	-0.809225	0.76061773	0.92467093	1.0	395	tags=8%, list=3%, signal=9%	
RESPONSE TO MISFOLDED PROTEIN%GOBP%GO:0051788	RESPONSE TO MISFOLDED PROTEIN%GOBP%GO:0051788		22	-0.27442294	-0.8090998	0.7794677	0.92428315	1.0	1992	tags=23%, list=13%, signal=26%	
BBSOME-MEDIATED CARGO-TARGETING TO CILIUM%REACTOME DATABASE ID RELEASE 83%5620922	BBSOME-MEDIATED CARGO-TARGETING TO CILIUM%REACTOME DATABASE ID RELEASE 83%5620922		22	-0.2743105	-0.80899405	0.76833975	0.92385167	1.0	1468	tags=18%, list=10%, signal=20%	
ARTERY DEVELOPMENT%GOBP%GO:0060840	ARTERY DEVELOPMENT%GOBP%GO:0060840		36	-0.23932225	-0.8089401	0.8284519	0.9233429	1.0	1725	tags=14%, list=11%, signal=16%	
PID_HIF1_TFPATHWAY%MSIGDB_C2%PID_HIF1_TFPATHWAY	PID_HIF1_TFPATHWAY%MSIGDB_C2%PID_HIF1_TFPATHWAY		37	-0.24042326	-0.8074622	0.8299595	0.9253123	1.0	1562	tags=19%, list=10%, signal=21%	
NEGATIVE REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010812	NEGATIVE REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010812		45	-0.2323913	-0.806325	0.7920792	0.92670876	1.0	1582	tags=18%, list=10%, signal=20%	
REGULATION OF ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032925	REGULATION OF ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032925		17	-0.29008186	-0.80612147	0.7385621	0.926467	1.0	1725	tags=24%, list=11%, signal=26%	
NEGATIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048147	NEGATIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048147		17	-0.29196593	-0.80551755	0.7202572	0.9269448	1.0	2776	tags=29%, list=18%, signal=36%	
