NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
RNA POLYMERASE III TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 83%73980	RNA POLYMERASE III TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 83%73980		23	0.31372875	0.769177	0.7761194	1.0	1.0	5454	tags=43%, list=36%, signal=67%	
DETECTION OF EXTERNAL STIMULUS%GOBP%GO:0009581	DETECTION OF EXTERNAL STIMULUS%GOBP%GO:0009581		42	0.2795331	0.7691529	0.8138101	1.0	1.0	2581	tags=21%, list=17%, signal=26%	
MITOTIC G2/M TRANSITION CHECKPOINT%GOBP%GO:0044818	MITOTIC G2/M TRANSITION CHECKPOINT%GOBP%GO:0044818		43	0.28068563	0.7689475	0.82308656	1.0	1.0	2904	tags=23%, list=19%, signal=29%	
MEIOTIC SYNAPSIS%REACTOME%R-HSA-1221632.1	MEIOTIC SYNAPSIS%REACTOME%R-HSA-1221632.1		40	0.28552395	0.7686869	0.8159269	1.0	1.0	3731	tags=23%, list=24%, signal=30%	
NONALCOHOLIC FATTY LIVER DISEASE%WIKIPATHWAYS_20220510%WP4396%HOMO SAPIENS	NONALCOHOLIC FATTY LIVER DISEASE%WIKIPATHWAYS_20220510%WP4396%HOMO SAPIENS		113	0.2469097	0.76858807	0.8779134	1.0	1.0	4215	tags=34%, list=27%, signal=46%	
SIGNALING BY LIGAND-RESPONSIVE EGFR VARIANTS IN CANCER%REACTOME DATABASE ID RELEASE 83%5637815	SIGNALING BY LIGAND-RESPONSIVE EGFR VARIANTS IN CANCER%REACTOME DATABASE ID RELEASE 83%5637815		17	0.33019376	0.7682374	0.771223	1.0	1.0	3558	tags=35%, list=23%, signal=46%	
AMIODARONE ACTION PATHWAY%PATHWHIZ%PW000642	AMIODARONE ACTION PATHWAY%PATHWHIZ%PW000642		46	0.27133775	0.7682059	0.8164015	1.0	1.0	3368	tags=26%, list=22%, signal=33%	
CELLULAR PIGMENTATION%GOBP%GO:0033059	CELLULAR PIGMENTATION%GOBP%GO:0033059		49	0.27099717	0.7679261	0.82091343	1.0	1.0	2375	tags=16%, list=15%, signal=19%	
REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002688	REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002688		66	0.25975314	0.767125	0.85263157	1.0	1.0	2987	tags=23%, list=19%, signal=28%	
REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663	REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663		104	0.24838394	0.7667123	0.8762542	1.0	1.0	5134	tags=39%, list=33%, signal=59%	
SIGNALING BY PDGF%REACTOME%R-HSA-186797.4	SIGNALING BY PDGF%REACTOME%R-HSA-186797.4		45	0.27535403	0.7665755	0.81552166	1.0	1.0	3747	tags=27%, list=24%, signal=35%	
BRANCHED-CHAIN AMINO ACID METABOLIC PROCESS%GOBP%GO:0009081	BRANCHED-CHAIN AMINO ACID METABOLIC PROCESS%GOBP%GO:0009081		24	0.30635858	0.76609737	0.79814076	1.0	1.0	2739	tags=21%, list=18%, signal=25%	
RHO GTPASES ACTIVATE PKNS%REACTOME%R-HSA-5625740.1	RHO GTPASES ACTIVATE PKNS%REACTOME%R-HSA-5625740.1		47	0.2752464	0.76565367	0.82389164	1.0	1.0	3819	tags=30%, list=25%, signal=40%	
REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006359	REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006359		26	0.30227306	0.765544	0.81165314	1.0	1.0	4719	tags=35%, list=31%, signal=50%	
INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME%R-HSA-168273.3	INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME%R-HSA-168273.3		130	0.24043961	0.7654661	0.89106756	1.0	1.0	2928	tags=17%, list=19%, signal=21%	
METHIONINE METABOLISM%SMPDB%SMP0000033	METHIONINE METABOLISM%SMPDB%SMP0000033		15	0.3467115	0.76535225	0.7876923	1.0	1.0	2811	tags=20%, list=18%, signal=24%	
CELLULAR LIPID CATABOLIC PROCESS%GOBP%GO:0044242	CELLULAR LIPID CATABOLIC PROCESS%GOBP%GO:0044242		130	0.24333347	0.7652492	0.88840735	1.0	1.0	4492	tags=31%, list=29%, signal=43%	
REGULATION OF POLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:0032881	REGULATION OF POLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:0032881		31	0.29227918	0.76516443	0.80258065	1.0	1.0	4493	tags=42%, list=29%, signal=59%	
REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042129	REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042129		71	0.25855538	0.7650758	0.8648325	1.0	1.0	5134	tags=41%, list=33%, signal=61%	
NEGATIVE REGULATION OF KINASE ACTIVITY%GOBP%GO:0033673	NEGATIVE REGULATION OF KINASE ACTIVITY%GOBP%GO:0033673		164	0.23981662	0.76503855	0.8984127	1.0	1.0	1799	tags=12%, list=12%, signal=14%	
POSITIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048146	POSITIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048146		24	0.3115789	0.76465774	0.77762985	1.0	1.0	983	tags=17%, list=6%, signal=18%	
GLUCOSAMINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:1901071	GLUCOSAMINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:1901071		18	0.32295257	0.76452714	0.76955307	1.0	1.0	4076	tags=28%, list=27%, signal=38%	
STEROL HOMEOSTASIS%GOBP%GO:0055092	STEROL HOMEOSTASIS%GOBP%GO:0055092		48	0.2741955	0.764255	0.8267327	1.0	1.0	2164	tags=15%, list=14%, signal=17%	
PHAGOCYTOSIS, ENGULFMENT%GOBP%GO:0006911	PHAGOCYTOSIS, ENGULFMENT%GOBP%GO:0006911		24	0.30856276	0.7641662	0.79706275	1.0	1.0	858	tags=8%, list=6%, signal=9%	
MITOCHONDRIAL MEMBRANE ORGANIZATION%GOBP%GO:0007006	MITOCHONDRIAL MEMBRANE ORGANIZATION%GOBP%GO:0007006		85	0.2538825	0.7641511	0.88235295	1.0	1.0	2593	tags=16%, list=17%, signal=20%	
FORMATION OF INCISION COMPLEX IN GG-NER%REACTOME%R-HSA-5696395.1	FORMATION OF INCISION COMPLEX IN GG-NER%REACTOME%R-HSA-5696395.1		42	0.27585363	0.76413745	0.8171779	1.0	1.0	2999	tags=21%, list=20%, signal=27%	
REGULATION OF MONOATOMIC CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904062	REGULATION OF MONOATOMIC CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904062		195	0.23595205	0.7640909	0.9254984	1.0	1.0	2311	tags=16%, list=15%, signal=19%	
BIOCARTA_IL2_PATHWAY%MSIGDB_C2%BIOCARTA_IL2_PATHWAY	BIOCARTA_IL2_PATHWAY%MSIGDB_C2%BIOCARTA_IL2_PATHWAY		15	0.34031978	0.76376224	0.7705146	1.0	1.0	317	tags=7%, list=2%, signal=7%	
RESPONSE TO AMYLOID-BETA%GOBP%GO:1904645	RESPONSE TO AMYLOID-BETA%GOBP%GO:1904645		33	0.29161394	0.76347965	0.825	1.0	1.0	1184	tags=15%, list=8%, signal=16%	
DETECTION OF STIMULUS%GOBP%GO:0051606	DETECTION OF STIMULUS%GOBP%GO:0051606		83	0.2534488	0.7631716	0.86162794	1.0	1.0	2755	tags=20%, list=18%, signal=25%	
PID_HDAC_CLASSI_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSI_PATHWAY	PID_HDAC_CLASSI_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSI_PATHWAY		54	0.26762474	0.76305854	0.8341404	1.0	1.0	5119	tags=39%, list=33%, signal=58%	
GLUTAMINE FAMILY AMINO ACID METABOLIC PROCESS%GOBP%GO:0009064	GLUTAMINE FAMILY AMINO ACID METABOLIC PROCESS%GOBP%GO:0009064		39	0.28460267	0.7630141	0.8289638	1.0	1.0	4302	tags=36%, list=28%, signal=50%	
POTASSIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0071805	POTASSIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0071805		97	0.24681179	0.7626765	0.88470066	1.0	1.0	2146	tags=18%, list=14%, signal=20%	
PID_S1P_S1P1_PATHWAY%MSIGDB_C2%PID_S1P_S1P1_PATHWAY	PID_S1P_S1P1_PATHWAY%MSIGDB_C2%PID_S1P_S1P1_PATHWAY		16	0.3299072	0.7624719	0.76967096	1.0	1.0	1386	tags=19%, list=9%, signal=21%	
NEGATIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0045879	NEGATIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0045879		25	0.30449373	0.7616294	0.8010974	1.0	1.0	4601	tags=36%, list=30%, signal=51%	
POSITIVE REGULATION OF SODIUM ION TRANSPORT%GOBP%GO:0010765	POSITIVE REGULATION OF SODIUM ION TRANSPORT%GOBP%GO:0010765		22	0.30998662	0.76151216	0.7927677	1.0	1.0	2016	tags=27%, list=13%, signal=31%	
RIBONUCLEOPROTEIN COMPLEX ASSEMBLY%GOBP%GO:0022618	RIBONUCLEOPROTEIN COMPLEX ASSEMBLY%GOBP%GO:0022618		182	0.23461986	0.7607545	0.92211837	1.0	1.0	5367	tags=36%, list=35%, signal=54%	
FATTY ACID TRANSPORT%GOBP%GO:0015908	FATTY ACID TRANSPORT%GOBP%GO:0015908		38	0.28222594	0.7607103	0.8232258	1.0	1.0	4057	tags=34%, list=26%, signal=46%	
HORMONE SECRETION%GOBP%GO:0046879	HORMONE SECRETION%GOBP%GO:0046879		23	0.31305665	0.76050717	0.8	1.0	1.0	1903	tags=17%, list=12%, signal=20%	
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR%GOBP%GO:1902253	REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR%GOBP%GO:1902253		22	0.309992	0.7602441	0.8243243	1.0	1.0	3791	tags=27%, list=25%, signal=36%	
ION HOMEOSTASIS%REACTOME%R-HSA-5578775.2	ION HOMEOSTASIS%REACTOME%R-HSA-5578775.2		41	0.27909228	0.76013976	0.8129771	1.0	1.0	3391	tags=29%, list=22%, signal=37%	
RESPONSE TO AMINO ACID%GOBP%GO:0043200	RESPONSE TO AMINO ACID%GOBP%GO:0043200		39	0.27926984	0.7601136	0.8103448	1.0	1.0	1616	tags=10%, list=11%, signal=11%	
LABETALOL ACTION PATHWAY%PATHWHIZ%PW000389	LABETALOL ACTION PATHWAY%PATHWHIZ%PW000389		39	0.27789512	0.7600698	0.81334984	1.0	1.0	3931	tags=31%, list=26%, signal=41%	
REGULATION OF AXONOGENESIS%GOBP%GO:0050770	REGULATION OF AXONOGENESIS%GOBP%GO:0050770		94	0.2515141	0.7600532	0.8791946	1.0	1.0	4197	tags=32%, list=27%, signal=44%	
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703	REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703		99	0.24834159	0.759764	0.8684504	1.0	1.0	4012	tags=28%, list=26%, signal=38%	
SUDDEN INFANT DEATH SYNDROME (SIDS) SUSCEPTIBILITY PATHWAYS%WIKIPATHWAYS_20220510%WP706%HOMO SAPIENS	SUDDEN INFANT DEATH SYNDROME (SIDS) SUSCEPTIBILITY PATHWAYS%WIKIPATHWAYS_20220510%WP706%HOMO SAPIENS		92	0.248428	0.7596395	0.8796822	1.0	1.0	1953	tags=14%, list=13%, signal=16%	
SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060395	SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060395		33	0.28916168	0.75960857	0.80624187	1.0	1.0	2235	tags=18%, list=15%, signal=21%	
DAP12 INTERACTIONS%REACTOME%R-HSA-2172127.1	DAP12 INTERACTIONS%REACTOME%R-HSA-2172127.1		22	0.30454302	0.7595378	0.7955494	1.0	1.0	3066	tags=27%, list=20%, signal=34%	
TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY	TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY		21	0.31621104	0.7595305	0.80686694	1.0	1.0	1652	tags=14%, list=11%, signal=16%	
INOSITOL METABOLISM%PATHWHIZ%PW088261	INOSITOL METABOLISM%PATHWHIZ%PW088261		20	0.31576416	0.75946045	0.80300957	1.0	1.0	1206	tags=10%, list=8%, signal=11%	
EPITHELIAL CELL DEVELOPMENT%GOBP%GO:0002064	EPITHELIAL CELL DEVELOPMENT%GOBP%GO:0002064		53	0.26944375	0.7592536	0.8510896	1.0	1.0	4772	tags=42%, list=31%, signal=60%	
CELLULAR RESPONSE TO PEPTIDE%GOBP%GO:1901653	CELLULAR RESPONSE TO PEPTIDE%GOBP%GO:1901653		158	0.23645188	0.75909084	0.9166667	1.0	1.0	2200	tags=15%, list=14%, signal=17%	
RNA POLYMERASE II PRE-TRANSCRIPTION EVENTS%REACTOME%R-HSA-674695.3	RNA POLYMERASE II PRE-TRANSCRIPTION EVENTS%REACTOME%R-HSA-674695.3		78	0.25475338	0.7587817	0.87644345	1.0	1.0	2890	tags=21%, list=19%, signal=25%	
PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929		79	0.25568837	0.7587764	0.8465116	1.0	1.0	2928	tags=18%, list=19%, signal=22%	
NEGATIVE REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051494	NEGATIVE REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051494		103	0.24554709	0.7582582	0.88163716	1.0	1.0	2847	tags=22%, list=19%, signal=27%	
MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS%GOBP%GO:1902850	MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS%GOBP%GO:1902850		95	0.24779454	0.75822663	0.8663697	1.0	1.0	1589	tags=11%, list=10%, signal=12%	
AMINO ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:0003333	AMINO ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:0003333		46	0.2733402	0.7581138	0.8404908	1.0	1.0	4009	tags=35%, list=26%, signal=47%	
CYTOPLASMIC MICROTUBULE ORGANIZATION%GOBP%GO:0031122	CYTOPLASMIC MICROTUBULE ORGANIZATION%GOBP%GO:0031122		47	0.2720648	0.7579343	0.83870965	1.0	1.0	1548	tags=11%, list=10%, signal=12%	
REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006140	REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006140		62	0.26158634	0.7579025	0.8485577	1.0	1.0	2110	tags=19%, list=14%, signal=22%	
DNA REPAIR PATHWAYS, FULL NETWORK%WIKIPATHWAYS_20220510%WP4946%HOMO SAPIENS	DNA REPAIR PATHWAYS, FULL NETWORK%WIKIPATHWAYS_20220510%WP4946%HOMO SAPIENS		88	0.25325936	0.7577862	0.8758542	1.0	1.0	5257	tags=32%, list=34%, signal=48%	
REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000381	REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000381		53	0.26586977	0.7573099	0.8531553	1.0	1.0	2584	tags=25%, list=17%, signal=29%	
NEGATIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0010948	NEGATIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0010948		185	0.23286544	0.75720686	0.92421055	1.0	1.0	3156	tags=19%, list=21%, signal=24%	
CELL MIGRATION AND INVASION THROUGH P75NTR%WIKIPATHWAYS_20220510%WP4561%HOMO SAPIENS	CELL MIGRATION AND INVASION THROUGH P75NTR%WIKIPATHWAYS_20220510%WP4561%HOMO SAPIENS		22	0.30768234	0.75715846	0.79706275	1.0	1.0	4018	tags=36%, list=26%, signal=49%	
REGULATION OF DNA RECOMBINATION%GOBP%GO:0000018	REGULATION OF DNA RECOMBINATION%GOBP%GO:0000018		95	0.2485428	0.7570217	0.88384956	1.0	1.0	3404	tags=20%, list=22%, signal=26%	
ID%NETPATH%ID	ID%NETPATH%ID		17	0.32886532	0.7569058	0.7923729	1.0	1.0	4552	tags=41%, list=30%, signal=58%	
E-CADHERIN SIGNALING IN KERATINOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN KERATINOCYTES	E-CADHERIN SIGNALING IN KERATINOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN KERATINOCYTES		19	0.3231899	0.7562585	0.8256131	1.0	1.0	2697	tags=26%, list=18%, signal=32%	
POSITIVE REGULATION OF B CELL ACTIVATION%GOBP%GO:0050871	POSITIVE REGULATION OF B CELL ACTIVATION%GOBP%GO:0050871		36	0.2831078	0.7562536	0.8289125	1.0	1.0	3071	tags=25%, list=20%, signal=31%	
TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 83%201681	TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 83%201681		167	0.23439342	0.75568324	0.92234045	1.0	1.0	3991	tags=25%, list=26%, signal=33%	
SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS	SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS		26	0.29575568	0.75559694	0.7989418	1.0	1.0	1240	tags=12%, list=8%, signal=13%	
GLYCOSYL COMPOUND CATABOLIC PROCESS%GOBP%GO:1901658	GLYCOSYL COMPOUND CATABOLIC PROCESS%GOBP%GO:1901658		17	0.32228833	0.7554212	0.80058223	1.0	1.0	3172	tags=24%, list=21%, signal=30%	
REGULATION OF EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0030856	REGULATION OF EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0030856		68	0.25518855	0.7537739	0.8757467	1.0	1.0	4504	tags=35%, list=29%, signal=50%	
POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033138	POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033138		56	0.26668143	0.75376517	0.84210527	1.0	1.0	3700	tags=34%, list=24%, signal=45%	
PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874		79	0.25174478	0.7536199	0.8854167	1.0	1.0	2928	tags=18%, list=19%, signal=22%	
KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP304%HOMO SAPIENS	KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP304%HOMO SAPIENS		45	0.27099782	0.75354475	0.84283906	1.0	1.0	1277	tags=11%, list=8%, signal=12%	
MYELOID CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002275	MYELOID CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002275		22	0.3067343	0.75353664	0.799733	1.0	1.0	3610	tags=27%, list=23%, signal=36%	
HALLMARK_PROTEIN_SECRETION%MSIGDBHALLMARK%HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION%MSIGDBHALLMARK%HALLMARK_PROTEIN_SECRETION		76	0.25130564	0.75333416	0.8751445	1.0	1.0	2436	tags=16%, list=16%, signal=19%	
PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384		79	0.2530039	0.7532745	0.88100684	1.0	1.0	2928	tags=18%, list=19%, signal=22%	
LEUKOCYTE PROLIFERATION%GOBP%GO:0070661	LEUKOCYTE PROLIFERATION%GOBP%GO:0070661		22	0.30315593	0.7532524	0.80742776	1.0	1.0	3977	tags=36%, list=26%, signal=49%	
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043551	REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043551		30	0.29044595	0.75305086	0.81794196	1.0	1.0	3524	tags=27%, list=23%, signal=35%	
GPCR LIGAND BINDING%REACTOME%R-HSA-500792.3	GPCR LIGAND BINDING%REACTOME%R-HSA-500792.3		192	0.23375368	0.7527694	0.9254658	1.0	1.0	3165	tags=20%, list=21%, signal=25%	
POSITIVE REGULATION OF REGULATED SECRETORY PATHWAY%GOBP%GO:1903307	POSITIVE REGULATION OF REGULATED SECRETORY PATHWAY%GOBP%GO:1903307		26	0.29776734	0.75223047	0.8144611	1.0	1.0	4101	tags=31%, list=27%, signal=42%	
TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007179	TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007179		60	0.25839892	0.75207585	0.87089205	1.0	1.0	2281	tags=15%, list=15%, signal=18%	
REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:1900542	REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:1900542		62	0.26158634	0.7520033	0.8566351	1.0	1.0	2110	tags=19%, list=14%, signal=22%	
CONSTITUTIVE SIGNALING BY LIGAND-RESPONSIVE EGFR CANCER VARIANTS%REACTOME%R-HSA-1236382.1	CONSTITUTIVE SIGNALING BY LIGAND-RESPONSIVE EGFR CANCER VARIANTS%REACTOME%R-HSA-1236382.1		17	0.33019376	0.751898	0.8025568	1.0	1.0	3558	tags=35%, list=23%, signal=46%	
HEART TRABECULA MORPHOGENESIS%GOBP%GO:0061384	HEART TRABECULA MORPHOGENESIS%GOBP%GO:0061384		16	0.32821488	0.7517214	0.829023	1.0	1.0	162	tags=6%, list=1%, signal=6%	
DETECTION OF LIGHT STIMULUS%GOBP%GO:0009583	DETECTION OF LIGHT STIMULUS%GOBP%GO:0009583		17	0.32392362	0.7516754	0.80138886	1.0	1.0	2581	tags=29%, list=17%, signal=35%	
REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY%GOBP%GO:0043666	REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY%GOBP%GO:0043666		40	0.27580917	0.75164026	0.8399488	1.0	1.0	2604	tags=23%, list=17%, signal=27%	
POSITIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0090068	POSITIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0090068		150	0.23658904	0.7516023	0.9239014	1.0	1.0	4026	tags=25%, list=26%, signal=33%	
INTRACELLULAR TRAFFICKING PROTEINS INVOLVED IN CMT NEUROPATHY%WIKIPATHWAYS_20220510%WP4856%HOMO SAPIENS	INTRACELLULAR TRAFFICKING PROTEINS INVOLVED IN CMT NEUROPATHY%WIKIPATHWAYS_20220510%WP4856%HOMO SAPIENS		21	0.31389928	0.7515276	0.81965005	1.0	1.0	916	tags=14%, list=6%, signal=15%	
NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010972	NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010972		48	0.2651914	0.7514824	0.8364312	1.0	1.0	2904	tags=21%, list=19%, signal=26%	
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE		115	0.24264164	0.75133014	0.91093576	1.0	1.0	3119	tags=20%, list=20%, signal=25%	
CELLULAR RESPONSE TO STARVATION%GOBP%GO:0009267	CELLULAR RESPONSE TO STARVATION%GOBP%GO:0009267		114	0.23876937	0.7510772	0.90445167	1.0	1.0	2093	tags=11%, list=14%, signal=13%	
INSULIN IGF PATHWAY-MITOGEN ACTIVATED PROTEIN KINASE KINASE MAP KINASE CASCADE%PANTHER PATHWAY%P00032	INSULIN IGF PATHWAY-MITOGEN ACTIVATED PROTEIN KINASE KINASE MAP KINASE CASCADE%PANTHER PATHWAY%P00032		25	0.30421424	0.75090086	0.7991859	1.0	1.0	1375	tags=12%, list=9%, signal=13%	
DRUG ADME%REACTOME DATABASE ID RELEASE 83%9748784	DRUG ADME%REACTOME DATABASE ID RELEASE 83%9748784		48	0.26524335	0.7507373	0.8558673	1.0	1.0	5208	tags=42%, list=34%, signal=63%	
REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050854	REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050854		34	0.28495708	0.75060356	0.8227848	1.0	1.0	4602	tags=41%, list=30%, signal=59%	
NUCLEAR PORE ORGANIZATION%GOBP%GO:0006999	NUCLEAR PORE ORGANIZATION%GOBP%GO:0006999		15	0.33870554	0.750374	0.7952522	1.0	1.0	1506	tags=13%, list=10%, signal=15%	
PHOSPHATIDIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006654	PHOSPHATIDIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006654		28	0.292964	0.7502257	0.8049096	1.0	1.0	4057	tags=32%, list=26%, signal=44%	
BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY	BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY		28	0.29059726	0.7501405	0.80845445	1.0	1.0	3069	tags=29%, list=20%, signal=36%	
DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:0006303	DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:0006303		41	0.2756066	0.74977744	0.83269477	1.0	1.0	3474	tags=24%, list=23%, signal=31%	
REGULATION OF GLUCAN BIOSYNTHETIC PROCESS%GOBP%GO:0010962	REGULATION OF GLUCAN BIOSYNTHETIC PROCESS%GOBP%GO:0010962		23	0.30605167	0.7497413	0.8040816	1.0	1.0	2697	tags=26%, list=18%, signal=32%	
MONOCARBOXYLIC ACID TRANSPORT%GOBP%GO:0015718	MONOCARBOXYLIC ACID TRANSPORT%GOBP%GO:0015718		63	0.2583524	0.74954426	0.85864484	1.0	1.0	4178	tags=35%, list=27%, signal=48%	
PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 83%6794362	PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 83%6794362		86	0.24522248	0.74903584	0.87964004	1.0	1.0	2481	tags=20%, list=16%, signal=23%	
SIGNALING BY EGFR IN CANCER%REACTOME DATABASE ID RELEASE 83%1643713	SIGNALING BY EGFR IN CANCER%REACTOME DATABASE ID RELEASE 83%1643713		18	0.3201441	0.74890167	0.7927677	1.0	1.0	1341	tags=17%, list=9%, signal=18%	
